Elapsed time;my_test_sampler
18:43:07,500;113260.0
18:45:02,500;92597.0
18:45:58,0;37062.0
18:48:20,0;124768.0
18:50:52,0;100109.0
18:52:14,500;82527.0
18:53:52,500;87941.0
18:54:45,500;41097.0
18:56:08,0;80194.0
18:58:10,500;95122.0
18:59:34,0;83179.0
19:02:45,500;140233.0
19:04:39,500;109107.0
19:05:27,0;38399.0
19:07:01,500;42630.0
19:10:32,500;155093.0
19:11:57,500;83179.0
19:13:37,500;78668.0
19:16:04,0;106943.0
19:16:56,500;40599.0
19:18:20,0;82671.0
19:20:02,0;93061.0
19:21:21,500;42509.0
19:23:26,500;101573.0
19:25:26,500;108492.0
19:41:49,500;116836.0
19:42:39,0;37915.0
19:43:18,500;36398.0
19:45:17,0;117044.0
19:46:54,0;85111.0
19:48:51,500;84960.0
19:50:22,500;85916.0
19:52:01,500;88382.0
19:53:37,0;88224.0
19:55:52,0;94013.0
19:58:25,500;95117.0
19:59:49,500;81085.0
20:01:41,500;103734.0
20:03:19,0;78858.0
20:05:02,0;41978.0
20:07:33,0;118287.0
20:09:19,500;79863.0
20:10:39,0;78800.0
20:12:25,0;86470.0
20:14:28,0;85232.0
20:16:01,500;82339.0
20:17:36,0;92930.0
20:19:15,500;84240.0
20:21:14,500;115739.0
20:23:39,0;112592.0
20:25:11,500;91136.0
20:25:50,0;37536.0
20:41:49,0;114869.0
20:42:29,0;37437.0
20:43:51,500;36271.0
20:45:54,500;119343.0
20:47:50,0;104846.0
20:49:50,0;82053.0
20:51:18,0;85535.0
20:52:56,500;85712.0
20:55:16,0;109857.0
20:56:54,0;91222.0
20:58:27,0;83252.0
21:00:16,500;94308.0
21:02:24,500;108140.0
21:04:31,500;42964.0
21:05:27,500;41849.0
21:07:35,0;117928.0
21:09:15,0;84688.0
21:10:49,0;76555.0
21:13:30,500;82157.0
21:15:12,0;83386.0
21:17:10,0;110373.0
21:19:04,500;94412.0
21:20:39,500;83407.0
21:22:08,500;80586.0
21:24:17,500;105714.0
21:25:33,0;41682.0
